label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size,max query size,done checks,spared checks,paths,conditions,forks,dba_instructions,x86instructions,wall time,violations,status,exit code,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt
ct_select_v1_gcc8_O3,Never,1,0,1,0,0,1,0.003286,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.003286,731.000000,731,0,0,1,0,0,149,36,0.011246,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v1_gcc8_O3,Never,1,0,1,0,0,1,0.002880,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002880,76.000000,76,0,0,1,0,0,149,36,0.009818,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v1_gcc8_O3,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,149,36,0.005286,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_cl30_O0,Never,1,0,1,0,0,1,0.002741,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002741,1212.000000,1212,0,0,1,0,0,226,57,0.013175,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_cl30_O0,Never,1,0,1,0,0,1,0.002450,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002450,136.000000,136,0,0,1,0,0,226,57,0.011158,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_cl30_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,226,57,0.006951,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_cl30_O3,Never,1,0,4,0,0,4,0.012291,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.012291,328.500000,335,0,0,2,0,1,102,34,0.023765,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_cl30_O3,Never,1,0,4,0,0,4,0.012298,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.012298,38.000000,64,0,0,2,0,1,102,34,0.022907,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_cl30_O3,Never,1,0,2,0,0,2,0.006514,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,2,0,0,2,0.006514,271.000000,271,0,0,2,0,1,102,34,0.014039,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_cl39_O0,Never,1,0,1,0,0,1,0.002697,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002697,1320.000000,1320,0,0,1,0,0,247,62,0.013416,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_cl39_O0,Never,1,0,1,0,0,1,0.002430,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002430,150.000000,150,0,0,1,0,0,247,62,0.011465,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_cl39_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,247,62,0.007425,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_cl39_O3,Never,1,0,4,0,0,4,0.013247,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.013247,254.500000,261,0,0,2,0,1,82,29,0.023456,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_cl39_O3,Never,1,0,4,0,0,4,0.013464,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.013464,31.000000,54,0,0,2,0,1,82,29,0.022858,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_cl39_O3,Never,1,0,2,0,0,2,0.006346,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,2,0,0,2,0.006346,175.000000,175,0,0,2,0,1,82,29,0.013112,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_cl7_O0,Never,1,0,1,0,0,1,0.002730,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002730,1342.000000,1342,0,0,1,0,0,251,63,0.013164,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_cl7_O0,Never,1,0,1,0,0,1,0.002550,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002550,158.000000,158,0,0,1,0,0,251,63,0.011800,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_cl7_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,251,63,0.007530,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_cl7_O3,Never,1,0,4,0,0,4,0.012580,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.012580,254.500000,261,0,0,2,0,1,82,29,0.023034,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_cl7_O3,Never,1,0,4,0,0,4,0.013167,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.013167,31.000000,54,0,0,2,0,1,82,29,0.022628,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_cl7_O3,Never,1,0,2,0,0,2,0.006576,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,2,0,0,2,0.006576,175.000000,175,0,0,2,0,1,82,29,0.012974,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_gcc5_O0,Never,1,0,1,0,0,1,0.002637,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002637,1317.000000,1317,0,0,1,0,0,237,55,0.013031,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_gcc5_O0,Never,1,0,1,0,0,1,0.002699,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002699,110.000000,110,0,0,1,0,0,237,55,0.011341,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_gcc5_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,237,55,0.007274,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_gcc5_O3,Never,1,0,1,0,0,1,0.002941,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002941,695.000000,695,0,0,1,0,0,149,38,0.011147,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_gcc5_O3,Never,1,0,1,0,0,1,0.002944,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002944,76.000000,76,0,0,1,0,0,149,38,0.009634,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_gcc5_O3,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,149,38,0.005379,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_gcc8_O0,Never,1,0,1,0,0,1,0.002779,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002779,1317.000000,1317,0,0,1,0,0,237,55,0.012953,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_gcc8_O0,Never,1,0,1,0,0,1,0.002853,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002853,110.000000,110,0,0,1,0,0,237,55,0.011475,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_gcc8_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,237,55,0.006725,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v2_gcc8_O3,Never,1,0,1,0,0,1,0.003023,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.003023,692.000000,692,0,0,1,0,0,147,37,0.011236,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v2_gcc8_O3,Never,1,0,1,0,0,1,0.002948,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002948,76.000000,76,0,0,1,0,0,147,37,0.009686,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v2_gcc8_O3,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,147,37,0.005292,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v3_cl30_O0,Never,1,0,1,0,0,1,0.002984,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002984,903.000000,903,0,0,1,0,0,184,49,0.012233,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v3_cl30_O0,Never,1,0,1,0,0,1,0.002626,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002626,114.000000,114,0,0,1,0,0,184,49,0.010340,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v3_cl30_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,184,49,0.006039,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v3_cl30_O3,Never,1,0,1,0,0,1,0.003290,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.003290,627.000000,627,0,0,1,0,0,131,33,0.011224,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v3_cl30_O3,Never,1,0,1,0,0,1,0.003142,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.003142,64.000000,64,0,0,1,0,0,131,33,0.009514,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v3_cl30_O3,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,131,33,0.005207,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v3_cl39_O0,Never,1,0,1,0,0,1,0.003683,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.003683,960.000000,960,0,0,1,0,0,198,54,0.012553,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v3_cl39_O0,Never,1,0,1,0,0,1,0.002571,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002571,128.000000,128,0,0,1,0,0,198,54,0.011149,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v3_cl39_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,198,54,0.006354,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v3_cl39_O3,Never,1,0,4,0,0,4,0.012416,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.012416,417.750000,550,0,0,2,0,1,149,36,0.025103,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v3_cl39_O3,Never,1,0,4,0,0,4,0.013046,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.013046,31.000000,54,0,0,2,0,1,149,36,0.023458,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v3_cl39_O3,Never,1,0,2,0,0,2,0.006615,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,2,0,0,2,0.006615,254.000000,254,0,0,2,0,1,149,36,0.015172,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v3_cl7_O0,Never,1,0,1,0,0,1,0.003153,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.003153,985.000000,985,0,0,1,0,0,204,56,0.012544,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v3_cl7_O0,Never,1,0,1,0,0,1,0.002546,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002546,136.000000,136,0,0,1,0,0,204,56,0.010997,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v3_cl7_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,204,56,0.006585,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v3_cl7_O3,Never,1,0,4,0,0,4,0.013333,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.013333,254.500000,261,0,0,2,0,1,82,29,0.023280,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v3_cl7_O3,Never,1,0,4,0,0,4,0.012836,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.012836,31.000000,54,0,0,2,0,1,82,29,0.022315,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v3_cl7_O3,Never,1,0,2,0,0,2,0.006538,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,2,0,0,2,0.006538,175.000000,175,0,0,2,0,1,82,29,0.013279,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v3_gcc5_O0,Never,1,0,1,0,0,1,0.002892,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002892,1226.000000,1226,0,0,1,0,0,225,53,0.012366,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v3_gcc5_O0,Never,1,0,1,0,0,1,0.002712,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002712,104.000000,104,0,0,1,0,0,225,53,0.011572,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v3_gcc5_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,225,53,0.006470,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v3_gcc5_O3,Never,1,0,1,0,0,1,0.003358,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.003358,600.000000,600,0,0,1,0,0,131,33,0.010486,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v3_gcc5_O3,Never,1,0,1,0,0,1,0.002979,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002979,76.000000,76,0,0,1,0,0,131,33,0.009836,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_select_v3_gcc5_O3,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,131,33,0.005213,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_select_v3_gcc8_O0,Never,1,0,1,0,0,1,0.002787,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.002787,1226.000000,1226,0,0,1,0,0,225,53,0.012301,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_select_v3_gcc8_O0,Never,1,0,1,0,0,1,0.003041,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,1,0,0,1,0.003041,104.000000,104,0,0,1,0,0,225,53,0.011782,0,0000,0,0,0,inf,sse,0,std,boolector,1
