label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Term SAT,Term UNSAT,Term other,Term total,Term time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size,max query size,done checks,spared checks,paths,conditions,forks,dba_instructions,x86instructions,wall time,violations,status,exit code,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt
sha256_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,75762,1,15716,15716,1316246,237440,40.007363,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,56951,1,4083,4179,458516,90865,13.222924,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,90476,1,6398,6462,728878,144492,21.640636,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,135288,1,9486,9550,1089810,216040,32.831093,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,180100,1,12574,12638,1450742,287588,43.431380,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,224912,1,15662,15726,1811674,359136,53.114494,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,269724,1,18750,18814,2172606,430684,65.141804,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,6708,1,218,218,77244,14985,2.487501,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,13066,1,319,319,151864,29369,4.848920,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,19424,1,420,420,226484,43753,7.259032,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,25782,1,521,521,301104,58137,9.708887,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,32142,1,622,622,375742,72523,11.943719,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,37799,1,726,726,441472,85234,14.237517,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_500_main,Instr,1,1,1,1,0,2,0.445681,0,1,0,1,0.229294,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.229294,0,0.000000,0,0.000000,1,2,0,3,0.674975,771452.000000,771453,1,5951,1,206,206,77545,13568,7.480365,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_1000_main,Instr,1,1,1,1,0,2,1.045079,0,1,0,1,0.523941,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.523941,0,0.000000,0,0.000000,1,2,0,3,1.569020,1648204.000000,1648205,1,11501,1,296,296,151800,26369,16.279641,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_1500_main,Instr,1,1,1,1,0,2,1.635073,0,1,0,1,0.828869,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.828869,0,0.000000,0,0.000000,1,2,0,3,2.463942,2524944.000000,2524945,1,17051,1,386,386,226053,39169,25.799235,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_2000_main,Instr,1,1,1,1,0,2,2.248889,0,1,0,1,1.134095,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,1.134095,0,0.000000,0,0.000000,1,2,0,3,3.382984,3401696.000000,3401697,1,22601,1,476,476,300308,51970,34.300674,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,28168,1,569,569,374650,64786,12.986266,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_3000_main,Instr,1,1,1,1,0,2,3.421142,0,1,0,1,1.750374,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,1.750374,0,0.000000,0,0.000000,1,2,0,3,5.171516,5047677.000000,5047678,1,33103,1,676,676,440478,76178,53.084857,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,13099,1,2740,2743,222931,40346,6.636380,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,25616,1,5329,5335,441459,79731,13.611755,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,38133,1,7918,7927,659987,119116,19.756795,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,50650,1,10507,10519,878515,158501,26.279392,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,63167,1,13096,13111,1097023,197882,32.334071,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,75762,1,15716,15716,1316246,237440,39.167956,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,56951,1,4083,4179,458516,90865,13.164677,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,90476,1,6398,6462,728878,144492,21.443690,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,135288,1,9486,9550,1089810,216040,32.624655,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,180100,1,12574,12638,1450742,287588,43.265286,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,224912,1,15662,15726,1811674,359136,54.059359,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,269724,1,18750,18814,2172606,430684,65.390127,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,6708,1,218,218,77244,14985,2.448259,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,13066,1,319,319,151864,29369,4.858590,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,19424,1,420,420,226484,43753,7.260387,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,25782,1,521,521,301104,58137,9.657733,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,32142,1,622,622,375742,72523,12.103767,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,37799,1,726,726,441472,85234,14.199767,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_500_main,Instr,1,1,1,1,0,2,0.448898,0,1,0,1,0.227473,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.227473,0,0.000000,0,0.000000,1,2,0,3,0.676371,771452.000000,771453,1,5951,1,206,206,77545,13568,7.473001,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_1000_main,Instr,1,1,1,1,0,2,1.045054,0,1,0,1,0.523719,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.523719,0,0.000000,0,0.000000,1,2,0,3,1.568773,1648204.000000,1648205,1,11501,1,296,296,151800,26369,16.311853,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_1500_main,Instr,1,1,1,1,0,2,1.629977,0,1,0,1,0.821666,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.821666,0,0.000000,0,0.000000,1,2,0,3,2.451643,2524944.000000,2524945,1,17051,1,386,386,226053,39169,25.617118,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_2000_main,Instr,1,1,1,1,0,2,2.256930,0,1,0,1,1.141127,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,1.141127,0,0.000000,0,0.000000,1,2,0,3,3.398057,3401696.000000,3401697,1,22601,1,476,476,300308,51970,34.501808,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,28168,1,569,569,374650,64786,12.921620,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_3000_main,Instr,1,1,1,1,0,2,3.414850,0,1,0,1,1.741351,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,1.741351,0,0.000000,0,0.000000,1,2,0,3,5.156201,5047677.000000,5047678,1,33103,1,676,676,440478,76178,52.659729,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,13099,1,2740,2743,222931,40346,6.830489,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,25616,1,5329,5335,441459,79731,13.109919,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,38133,1,7918,7927,659987,119116,19.922438,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,50650,1,10507,10519,878515,158501,26.178018,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,63167,1,13096,13111,1097023,197882,32.813891,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha256_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,75762,1,15716,15716,1316246,237440,39.321615,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,56951,1,4083,4179,458516,90865,13.110878,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,90476,1,6398,6462,728878,144492,21.757804,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,135288,1,9486,9550,1089810,216040,32.359466,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,180100,1,12574,12638,1450742,287588,43.132378,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,224912,1,15662,15726,1811674,359136,53.657784,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
sha512_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,269724,1,18750,18814,2172606,430684,64.865033,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,6708,1,218,218,77244,14985,2.497789,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,13066,1,319,319,151864,29369,4.938772,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,19424,1,420,420,226484,43753,7.264412,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,25782,1,521,521,301104,58137,9.719922,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,32142,1,622,622,375742,72523,11.946640,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
salsa20_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,37799,1,726,726,441472,85234,14.175306,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
chacha20_500_main,Instr,1,1,1,1,0,2,0.450283,0,1,0,1,0.230371,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.230371,0,0.000000,0,0.000000,1,2,0,3,0.680654,771452.000000,771453,1,5951,1,206,206,77545,13568,7.435117,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
